region_name,year,co2e_tonnes_total,region_ons_code,region_id,region_name_traffic,link_length_km,link_length_miles,pedal_cycles,two_wheeled_motor_vehicles,cars_and_taxis,buses_and_coaches,LGVs,all_HGVs,all_motor_vehicles,total_veh_activity,share_cars_and_taxis,share_LGVs,share_all_HGVs,share_buses_and_coaches,share_two_wheeled_motor_vehicles,ln_vehicle_activity
West Midlands,2017,10684305.565575443,E12000005,10,West Midlands,33195.8,20626.91,218200000.0,177800000.0,24932500000.0,247500000.0,4843200000.0,1998200000.0,32199200000.0,32199200000.0,0.7743204800119258,0.1504136748739099,0.06205744242092971,0.007686526373326045,0.0055218763199085695,24.19520744446764
West Midlands,2018,10729880.794246055,E12000005,10,West Midlands,33224.12,20644.51,228600000.0,182400000.0,24973200000.0,228000000.0,4985200000.0,2002200000.0,32371000000.0,32371000000.0,0.7714682895183961,0.15400203886194433,0.06185165734762596,0.007043341262240895,0.005634673009792716,24.20052879720937
West Midlands,2019,10760659.022139393,E12000005,10,West Midlands,33293.49,20687.62,229800000.0,168400000.0,25258100000.0,176400000.0,4996000000.0,1999100000.0,32597900000.0,32598000000.0,0.7748358795018099,0.1532609362537579,0.06132584821154672,0.00541137493097736,0.005165961101908092,24.20751677374385
West Midlands,2020,8642063.9085468,E12000005,10,West Midlands,33396.05,20751.34,332100000.0,129400000.0,18621600000.0,92300000.0,4458700000.0,1922000000.0,25224000000.0,25224000000.0,0.7382492863939105,0.17676419283222328,0.07619727243894703,0.0036592134475103076,0.005130034887408817,23.95106175918917
West Midlands,2021,9681189.602633549,E12000005,10,West Midlands,33454.46,20787.64,268700000.0,148900000.0,20912700000.0,110700000.0,4994600000.0,2134100000.0,28301000000.0,28301000000.0,0.7389385534080067,0.17648139641708774,0.07540722942652203,0.003911522561040246,0.005261298187343204,24.066162976660358
West Midlands,2022,10475648.569614206,E12000005,10,West Midlands,33194.78,20626.28,238000000.0,172700000.0,23572600000.0,120100000.0,5281500000.0,2111300000.0,31258200000.0,31258200000.0,0.7541253175166837,0.16896366393458356,0.06754387648680986,0.0038421918088693526,0.005524950253053599,24.16554757870796
West Midlands,2023,10635760.340344353,E12000005,10,West Midlands,33278.63,20678.38,217600000.0,166900000.0,24387700000.0,120800000.0,5290300000.0,2054800000.0,32020500000.0,32020500000.0,0.7616277072500429,0.1652160334785528,0.0641713902031511,0.0037725831888946143,0.005212285879358536,24.18964215963354
West Midlands,2024,10798680.772771014,E12000005,10,West Midlands,33395.76,20751.16,206000000.0,168400000.0,24972700000.0,123000000.0,5480100000.0,2001400000.0,32745600000.0,32745600000.0,0.762627650737809,0.167353781882146,0.06111966187823708,0.003756229844620346,0.00514267565718753,24.212034438856712
Yorkshire and the Humber,2015,9092944.775891978,E12000003,8,Yorkshire and the Humber,32017.97,19895.04,300400000.0,206700000.0,20719500000.0,222700000.0,4176500000.0,1790900000.0,27116200000.0,27116300000.0,0.7640976091870941,0.1540217507550809,0.06604514627733135,0.00821277239151359,0.00762272138898006,24.023400860032627
Yorkshire and the Humber,2016,9349147.363979772,E12000003,8,Yorkshire and the Humber,32079.67,19933.38,258900000.0,196800000.0,21382900000.0,206900000.0,4443600000.0,1796300000.0,28026500000.0,28026500000.0,0.7629529195582752,0.15854994380318627,0.0640929120653667,0.00738229889568801,0.0070219256774838095,24.056416328111904
Yorkshire and the Humber,2017,9379188.549596304,E12000003,8,Yorkshire and the Humber,32098.99,19945.39,309200000.0,196400000.0,21404300000.0,206500000.0,4456600000.0,1815100000.0,28078900000.0,28078900000.0,0.76229125784842,0.15871704375883672,0.06464284569552226,0.007354276698873531,0.0069945759983475134,24.058284241547536
Yorkshire and the Humber,2018,9519865.918265523,E12000003,8,Yorkshire and the Humber,32011.3,19890.9,311000000.0,186700000.0,21901400000.0,203100000.0,4459900000.0,1824600000.0,28575600000.0,28575700000.0,0.7664344180545009,0.1560731670615243,0.06385145420759597,0.007107437438103004,0.006533523238275878,24.075822543265122
Yorkshire and the Humber,2019,9675429.742071256,E12000003,8,Yorkshire and the Humber,32020.04,19896.33,333900000.0,182500000.0,22116000000.0,191800000.0,4576100000.0,1889200000.0,28955600000.0,28955600000.0,0.7637900786031027,0.1580385141388885,0.06524471950158173,0.006623934575695202,0.0063027531807318795,24.089029459219176
Yorkshire and the Humber,2020,7984068.102104537,E12000003,8,Yorkshire and the Humber,32094.54,19942.62,539700000.0,146500000.0,16883900000.0,118600000.0,4162200000.0,1812200000.0,23123400000.0,23123400000.0,0.7301651141268153,0.17999948104517502,0.07837082781943831,0.005129003520243563,0.006335573488327841,23.864110928762027
Yorkshire and the Humber,2021,8747931.226009283,E12000003,8,Yorkshire and the Humber,32123.66,19960.72,377900000.0,157600000.0,18534600000.0,136800000.0,4611100000.0,1956700000.0,25396700000.0,25396800000.0,0.7298006048006048,0.18156224406224405,0.07704513954513954,0.0053865053865053865,0.006205506205506205,23.95788901878225
Yorkshire and the Humber,2022,9242721.695081972,E12000003,8,Yorkshire and the Humber,31181.96,19375.57,364100000.0,168100000.0,20294300000.0,155500000.0,4731500000.0,1925000000.0,27274400000.0,27274400000.0,0.7440786965066143,0.1734776933681401,0.07057900448772475,0.005701316985891532,0.006163288651629367,24.029214370256764
Yorkshire and the Humber,2023,9366783.447656712,E12000003,8,Yorkshire and the Humber,31259.81,19423.95,325200000.0,158400000.0,20907300000.0,151700000.0,4785700000.0,1875700000.0,27878900000.0,27878800000.0,0.7499354348106805,0.17166090362569408,0.06728051422586338,0.005441410677647532,0.005681736660114496,24.051132380305532
Yorkshire and the Humber,2024,9432647.281145116,E12000003,8,Yorkshire and the Humber,31344.67,19476.67,307800000.0,158700000.0,21202600000.0,153500000.0,4872200000.0,1836000000.0,28223000000.0,28223000000.0,0.7512525245367254,0.17263225029231477,0.06505332530205861,0.0054388264890337665,0.005623073379867484,24.063403085304103
